Id,Label,timeset,Degree
10472,BLACK PANTHER/T'CHAL,,704
10476,IRON MAN/TONY STARK,,2189
10477,IRON MAN IV/JAMES R.,,462
10487,SHANG-CHI,,126
10488,STARSHINE II/BRANDY,,220
10490,MAN-THING/THEODORE T,,185
10493,"ROM, SPACEKNIGHT",,239
10499,MYSTIQUE/RAVEN DARKH,,392
10500,BLOB/FRED J. DUKES,,420
10501,TORPEDO III/BROCK JO,,219
10502,PYRO/ALLERDYCE JOHNN,,295
10503,AVALANCHE/DOMINIC PE,,274
10504,ROGUE /,,822
10505,DESTINY II/IRENE ADL,,225
10521,SUB-MARINER/NAMOR MA,,972
10522,VASHTI,,206
10525,NOVA/RICHARD RIDER,,671
10526,FIRESTAR/ANGELICA JO,,607
10527,THUNDERBALL/DR. ELIO,,207
10528,NAMORITA/NITA PRENTI,,588
10529,SPEEDBALL/ROBBIE BAL,,499
10530,HULK/DR. ROBERT BRUC,,1048
10531,NIGHT THRASHER/DUANE,,379
10532,SPIDER-MAN/PETER PAR,,1730
10533,JUSTICE II/VANCE AST,,483
10534,TIGRA/GREER NELSON,,510
10535,WASP/JANET VAN DYNE,,1517
10536,GALACTUS/GALAN,,394
10537,MOCKINGBIRD/DR. BARB,,508
10538,SILVER SURFER/NORRIN,,663
10539,HAWK,,1165
10540,LORD CHAOS,,131
10541,SCARLET WITCH/WANDA,,1883
10542,QUICKSILVER/PIETRO M,,868
10550,UATU,,518
10551,CAPTAIN AMERICA,,1896
10552,THUNDERSTRIKE/ERIC K,,529
10553,WONDER MAN/SIMON WIL,,1022
10554,DEATHLOK III/MICHAEL,,182
10555,OBLIVION,,72
10556,WOLVERINE/LOGAN,,1984
10557,SHE-HULK/JENNIFER WA,,1064
10558,VISION,,1765
10559,PSYLOCKE/ELISABETH B,,688
10560,MARVEL GIRL/JEAN GRE,,998
10561,STORM/ORORO MUNROE S,,1062
10562,ETERNITY/ADAM QADMON,,309
10563,KISMET/J'RIDIA STARD,,185
10564,IN-BETWEENER,,89
10565,MR. FANTASTIC/REED R,,1368
10566,ANGEL/WARREN KENNETH,,1064
10567,DEATH,,274
10568,MASTER ORDER,,118
10569,JUBILEE/JUBILATION L,,444
10570,THING/BENJAMIN J. GR,,1404
10571,INVISIBLE WOMAN/SUE,,1750
10572,INFINITY II,,116
10573,PUNISHER II/FRANK CA,,477
10574,ANDROMEDA/ANDROMEDA,,155
10575,BEAST/HENRY &HANK& P,,1259
10576,GHOST RIDER III/DAN,,391
10577,CYCLOPS/SCOTT SUMMER,,1070
10611,"CABE, BETHANY",,104
10613,"HOGAN, VIRGINIA PEPP",,255
10614,"HOGAN, HAROLD J. HAP",,214
10616,BATROC/GEORGES BATRO,,168
10617,"CARTER, SHARON",,254
10619,KARNILLA [ASGARDIAN],,183
10620,HEIMDALL [ASGARDIAN],,254
10621,ENCHANTRESS/AMORA/HE,,316
10622,LOKI [ASGARDIAN],,420
10623,NIGHTMARE/EDVARD HAB,,139
10625,THOR/DR. DONALD BLAK,,1281
10628,SPIDER-WOMAN II/JULI,,410
10632,"COOPER, DR. VALERIE",,533
10637,RED GUARDIAN III/DR.,,158
10638,DR. STRANGE/STEPHEN,,1489
10640,HELLCAT/PATSY WALKER,,362
10641,NIGHTHAWK II/KYLE RI,,248
10642,DEVIL-SLAYER/ERIC SI,,154
10643,"NORRISS, SISTER BARB",,380
10644,"BANNER, BETTY ROSS T",,340
10645,"ROSS, GEN. THADDEUS",,432
10647,MASTERMIND/JASON WYN,,138
10654,GORGON [INHUMAN],,438
10655,LOCKJAW [INHUMAN],,388
10656,CRYSTAL [INHUMAN],,697
10657,BLACK BOLT/BLACKANTO,,444
10658,TRITON,,419
10659,KARNAK [INHUMAN],,438
10664,WARLOCK II/ADAM WARL,,294
10665,ANALYZER,,123
10666,MAN-BEAST,,97
10667,ABOMINATION/EMIL BLO,,180
10668,RHINO,,308
10677,"CORBEAU, DR. PETER",,198
10678,JUGGERNAUT/CAIN MARK,,275
10679,PROFESSOR X/CHARLES,,1471
10684,VENOM/EDDIE BROCK,,157
10685,"PARKER, MAY",,479
10687,"STACY, JILL",,152
10689,"ROBERTSON, JOE",,638
10692,"LEEDS, BETTY BRANT",,405
10693,KINGPIN/WILSON FISK,,437
10698,"WATSON-PARKER, MARY",,1116
10699,"WATSON, ANNA",,274
10701,MACHINE MAN/X-51,,254
10702,JOCASTA,,210
10704,ULTRON,,178
10706,"JAMESON, J. JONAH",,914
10708,"URICH, BEN",,399
10711,ICEMAN/ROBERT BOBBY,,1354
10712,"THOMPSON, EUGENE FLA",,344
10722,"GRANT, GLORIA GLORY",,260
10727,GARGOYLE II/ISAAC CH,,262
10736,"SOUTHERN, CANDY",,163
10738,MOONDRAGON/HEATHER D,,567
10747,HUMAN TORCH/JOHNNY S,,1349
10748,BEYONDER,,227
10749,DR. OCTOPUS/OTTO OCT,,228
10752,MISTER HYDE/CALVIN Z,,200
10753,COACHWHIP,,71
10754,COBRA/KLAUS VORHEES,,230
10755,ASP II/CLEO,,148
10756,BUSHMASTER II/QUINCY,,86
10757,FER DE LANCE/TERESA,,68
10758,BLACK MAMBA/TANYA SE,,166
10759,BLACK RACER/,,67
10760,ROCK PYTHON,,76
10761,ANACONDA/BLANCHE SIT,,161
10762,PUFF ADDER,,76
10763,BOOMSLANG/,,77
10764,RATTLER,,101
10765,COPPERHEAD III/DAVIS,,62
10767,"RANSOME, JENNIFER AM",,116
10768,"MOREAU, PHILLIP",,104
10769,HAVOK/ALEX SUMMERS,,1098
10771,DAZZLER II/ALLISON B,,376
10772,LONGSHOT,,222
10773,"SUMMERS, MADELYNE MA",,244
10774,COLOSSUS II/PETER RA,,1015
10788,MALICE IV,,66
10789,"SUMMERS, NATHAN CHRI",,576
10790,POLARIS/LORNA DANE,,560
10791,MR. SINISTER/NATHAN,,242
10792,N'ASTIRH,,106
10793,GATEWAY,,180
10794,"TILBY, TRISH/PATRICI",,290
10800,WOLFSBANE/RAHNE SINC,,531
10801,WARLOCK III,,278
10802,SUNSPOT/ROBERTO DACO,,510
10803,MAGIK/ILLYANA RASPUT,,262
10804,MAGNETO/MAGNUS/ERIC,,764
10805,CANNONBALL II/SAM GU,,637
10806,MIRAGE II/DANIELLE M,,389
10813,S'YM,,135
10816,"GRIFFITH, D.W.",,88
10818,"CAGE, LUKE/CARL LUCA",,601
10820,PIPELINE/CORMICK GRI,,107
10825,MOLECULE MAN/OWEN RE,,153
10827,"JARVIS, EDWIN",,1303
10828,GHOST RIDER II/JOHNN,,267
10829,ANT-MAN/DR. HENRY J.,,1077
10832,"ARBOGAST, BAMBI",,184
10833,EGGHEAD/PROF. ELIHAS,,71
10835,"STANKOWICZ, FABIAN",,194
10843,HERCULES [GREEK GOD],,983
10844,BLACK WIDOW/NATASHA,,1242
10845,MOON KNIGHT/MARC SPE,,436
10846,DRAX/ARTHUR DOUGLAS,,296
10849,SPIDER-MAN CLONE/BEN,,351
10850,KAINE,,128
10857,TOMBSTONE/LONNIE THO,,144
10883,"TOWER, BLAKE",,137
10890,GEE/ALEX POWER,,256
10891,TURBO II (A)/MICHIKO,,236
10892,BLACK CAT/FELICIA HA,,297
10893,D'SPAYRE,,92
10898,SILVER SABLE,,195
10900,SWORDSMAN/JACQUES DU,,152
10901,SANDMAN/WILLIAM BAKE,,374
10902,"PEREGRINE, LE/FRANCK",,134
10906,VOLSTAGG,,345
10907,HOGUN [ASGARDIAN],,386
10908,FANDRAL [ASGARDIAN],,390
10909,VIZIER,,188
10910,ODIN [ASGARDIAN],,416
10911,DOMINO III/BEATRICE/,,328
10912,HYDROMAN/MORRIE BENC,,208
10913,STILT-MAN/WILBUR DAY,,126
10915,"MERRYWEATHER, IRENE",,142
10916,BLAQUESMITH,,156
10919,VULTURE/ADRIAN TOOME,,183
10921,"OSBORN, HARRY",,237
10924,GREEN GOBLIN/NORMAN,,344
10930,SILVERMANE/SILVIO MA,,146
10936,"OSBORN, LIZ ALLAN",,316
10939,GLADIATOR II,,218
10940,"RICHARDS, FRANKLIN B",,632
10942,ARISHEM [CELESTIAL],,165
10943,ZIRAN,,149
10944,GAMMENON [CELESTIAL],,132
10945,ONE ABOVE ALL [CELES,,116
10946,WONG,,439
10947,CLEA,,238
10953,DAREDEVIL/MATT MURDO,,960
10958,FRENCHIE/JEAN-PAUL D,,117
10963,"MASTERS, ALICIA REIS",,428
10966,"WOLFE, SARA",,96
10970,RINTRAH,,146
10983,DR. DRUID/ANTHONY LU,,474
10986,PIP/PRINCE GOFERN,,227
10987,GAMORA,,224
10993,DRACULA/VLAD TEPES,,142
10994,DR. DOOM/VICTOR VON,,892
10998,HELA [ASGARDIAN],,285
10999,FIRELORD/PYREUS KRIL,,205
11008,THANOS,,364
11012,MEPHISTO,,387
11018,HOBGOBLIN II/RODERIC,,130
11027,"LUBENSKI, NATE",,141
11028,FOREIGNER/RAFAEL BAS,,125
11029,"BANNON, LANCE",,136
11033,"MUGGINS, MAMIE",,105
11034,THINKER,,209
11036,LIZARD/DR. CURTIS CO,,161
11040,"JAMESON, MARLA MADIS",,250
11042,"COUNT NEFARIA, LUCHI",,140
11043,PLANTMAN/SAM SMITHER,,162
11044,SCARECROW/EBENEZER L,,90
11046,EEL/LEOPOLD STRYKE,,89
11047,"CANTOR, VERA",,121
11048,PORCUPINE/ALEX GENTR,,137
11049,UNICORN/MYLOS MASARY,,79
11062,PENANCE/MONET ST. CR,,161
11065,UNUS THE UNTOUCHABLE,,96
11072,MIMIC/CALVIN RANKIN,,110
11082,PUPPET MASTER/PHILLI,,218
11088,BANSHEE/SEAN CASSIDY,,497
11090,SUPER-ADAPTOID/ALESS,,103
11091,LIVING MUMMY,,116
11092,HUMAN TORCH ANDROID/,,337
11093,BUCKY/BUCKY BARNES,,124
11097,TORO/TOM RAYMOND,,112
11099,WHIZZER/ROBERT L. FR,,188
11100,RED SKULL/JOHANN SCH,,251
11101,BARON STRUCKER/WOLFG,,196
11128,MOLE MAN/HARVEY RUPE,,291
11129,MAKKARI/MIKE KHARY/I,,293
11131,KRO [DEVIANT],,143
11136,CLOAK/TYRONE JOHNSON,,269
11138,DAGGER/TANDY BOWEN,,248
11140,STARFOX/EROS,,453
11143,MANDARIN,,213
11149,SIF,,376
11155,"KINCAID, DR. JANE FO",,260
11156,DESTROYER III,,128
11165,"FURY, COL. NICHOLAS",,1262
11175,SAGITTARIUS/HARLAN V,,84
11176,LIBRA/GUSTAV BRANDT,,121
11184,BROTHERS GRIMM II/BA,,89
11190,MASTER MOLD II,,197
11193,"CREED, GRAYDON",,75
11194,"BRIDGE, GEORGE WASHI",,277
11205,"KINCAID, DR. KEITH",,154
11210,KLAW/ULYSSES KLAW,,268
11211,LYJA LAZERFIST [SKRU,,251
11212,DEVLOR,,86
11213,VIBRAXAS/N'KANO,,116
11214,"RICHARDS, NATHANIEL",,100
11216,ANT-MAN II/SCOTT HAR,,403
11217,KRISTOFF/KRISTOFF VE,,140
11218,HUNTARA/MARY ELIZABE,,89
11219,WHITE TIGER/HECTOR A,,96
11220,SHA SHAN,,100
11225,KRAVEN THE HUNTER/SE,,137
11241,"SITWELL, JASPER",,201
11251,KA-ZAR/KEVIN PLUNDER,,326
11254,ZABU,,235
11257,SHANNA/SHANNA O'HARA,,276
11262,DAYTRIPPER/AMANDA SE,,226
11263,NIGHTCRAWLER/KURT WA,,852
11268,MOJO,,99
11269,GAMBIT/REMY LEBEAU,,867
11270,MAJOR DOMO,,75
11271,FORGE,,471
11278,"SHAW, SHINOBI",,99
11279,BISHOP /,,356
11289,QUASAR III/WENDELL V,,727
11292,"BALLANTINE, KAYLA",,221
11312,WHIZZER II/STANLEY S,,169
11313,ARCANNA/ARCANNA JONE,,151
11314,KRONOS,,95
11315,EON,,128
11316,DR. SPECTRUM/JOSEPH,,240
11317,"TANAKA, KENJIRO",,163
11318,LADY LARK/LINDA LEWI,,131
11320,SHAPE,,97
11321,HYPERION,,186
11322,SERGEI,,135
11323,MAELSTROM/MALCOLM ST,,117
11324,JACK OF HEARTS/JACK,,448
11325,POWER PRINCESS/ZARDA,,120
11334,DRAGONFLY/VERONICA D,,164
11336,4-D MAN/MERCURIO,,68
11339,STRANGER,,138
11342,CHARM,,86
11343,TRUTH,,85
11344,BEAUTY,,85
11356,TEN FOR,,82
11361,SUPER SABRE/MARTIN F,,104
11362,WHIZZER III/JAMES SA,,144
11363,RUNNER,,62
11364,CAPTAIN MARVEL II/MO,,528
11372,ATLAS,,73
11373,MINERVA [KREE],,73
11374,CAPTAIN BRITAIN/BRIA,,452
11375,USAGENT/CAPTAIN JOHN,,580
11376,MEGGAN,,308
11377,WIDGET,,128
11378,MODRED THE MYSTIC,,95
11379,PHOENIX III/RACHEL S,,392
11380,REJECT/RAN-SAK [DEVI,,128
11383,BLOOD BROTHERS,,94
11389,VANISHER,,153
11394,NOVA II/FRANKIE RAYE,,297
11397,CONTEMPLATOR/TATH KI,,84
11401,SUPER SKRULL/KL'RT,,169
11404,RONAN THE ACCUSER [K,,171
11406,SUPREME INTELLIGENCE,,233
11421,BOOMERANG/FRED MYERS,,229
11422,"JONES, RICHARD MILHO",,533
11423,"TALBOT, GLENN",,121
11431,ANNIHILUS,,118
11434,"LEEDS, NED",,175
11442,"ROSENTHAL, BERNIE",,184
11451,MYSTERIO/QUENTIN BEC,,151
11456,TERRAX II/TYROS,,107
11457,"ZARRKO, ARTHUR",,127
11459,CANNONBALL/JACK PULV,,115
11460,"GAMBONNO, ERNESTO",,112
11461,"PAGE, KAREN",,283
11462,BRUTO THE STRONGMAN/,,64
11463,RINGMASTER/MAYNARD T,,174
11464,"GAMBONNO, LUIGI",,111
11465,"NELSON, FRANKLIN FOG",,492
11468,CHAMELEON/DMITRI SME,,105
11469,SHADOWCAT/KATHERINE,,1001
11476,LOCKHEED,,321
11479,"THOMAS, COMMANDER DA",,84
11480,CERISE II [SHI'AR],,134
11481,AHAB/RORY CAMPBELL,,85
11487,"DUGAN, TIMOTHY ALOYI",,489
11495,"KORVAC, MICHAEL",,88
11508,BINARY/CAROL DANVERS,,533
11510,"GYRICH, HENRY PETER",,401
11511,COLLECTOR/TANELEER T,,178
11520,CAPTAIN MARVEL/CAPTA,,239
11521,HERA/AUGUSTINE JONES,,79
11523,ZEUS,,220
11529,MAD DOG/COLONEL BUZZ,,186
11530,"DE LA FONTAINE, CONT",,257
11532,"JONES, GABE",,221
11533,"PIERCE, ALEXANDER GO",,101
11546,"QUARTERMAIN, CLAY",,132
11555,MS. MARVEL II/SHARON,,277
11557,BLACK KNIGHT V/DANE,,1042
11559,APOCALYPSE/EN SABAH,,365
11560,OZYMANDIAS,,97
11564,PHARAOH RAMA-TUT,,364
11567,BALDER [ASGARDIAN],,341
11569,TANA NILE,,75
11571,ULIK,,126
11578,HELLSTORM/DAIMON HEL,,270
11590,ROMA,,143
11591,TRAPSTER/PETER PETRU,,219
11597,"CORTEZ, FABIAN",,142
11598,TRIATHLON/DELROY GAR,,200
11600,CARGIL/JOANNA CARGIL,,195
11601,SCANNER II,,146
11602,"VOGHT, AMELIA",,133
11614,"KLEINSTOCK, HARLAN",,89
11615,"KLEINSTOCK, SVEN",,88
11619,"HALLER, GABRIELLE",,116
11632,SCHEMER/RICHARD FISK,,108
11633,"JAMESON, COL. JOHN",,419
11648,DIABLO/ESTEBAN DE AB,,167
11651,"JONES, MARLO CHANDLE",,169
11652,QUASIMODO,,72
11655,NOMAD III/JACK MONRO,,203
11658,MADCAP,,81
11659,DEATH ADDER,,91
11674,FALCON/SAM WILSON,,537
11675,BLACK CROW/JESSE BLA,,77
11687,SIDEWINDER/SETH VOEL,,107
11688,PRINCESS PYTHON/ZELD,,183
11689,CONSTRICTOR/FRANK PA,,252
11695,ARMADILLO/ANTONIO RO,,73
11699,CAPTAIN MARVEL III/G,,141
11700,NEBULA,,119
11701,BETA RAY BILL,,237
11748,SHAMAN/MICHAEL TWOYO,,421
11750,"POWER, MARGARET",,146
11751,"POWER, DR. JIM",,160
11752,COUNTERWEIGHT/JACK P,,198
11754,LIGHTSPEED/JULIE POW,,196
11755,COUNTERWEIGHT II/KAT,,206
11756,CLOWN/CRAFTY ELIOT F,,135
11769,LEADER/SAM STERNS,,182
11771,ABSORBING MAN/CARL C,,273
11772,DOC SAMSON/DR. LEONA,,298
11777,TYRANNUS,,111
11784,"NORRISS, JACK",,69
11796,"NAGAN, DR. ARTHUR",,59
11797,CHONDU,,70
11798,"MORGAN, JERROLD JERR",,61
11800,RUBY,,71
11802,ARAGORN,,126
11806,SILVER SAMURAI/KENYU,,177
11809,BAYMAX,,75
11811,SUNFIRE/SHIRO YOSHID,,377
11813,"TAKACHIHO, HIRO",,77
11814,STRONG GUY/GUIDO CAR,,320
11815,"HUDSON, HEATHER",,391
11816,SASQUATCH/WALTER LAN,,454
11817,"HARKNESS, AGATHA",,345
11818,THANOS DOPPELGANGER,,155
11819,MAGUS,,194
11827,LIVING TRIBUNAL,,176
11830,HIGH EVOLUTIONARY/HE,,328
11837,"FRIEDLANDER, SHARON",,122
11838,"MACTAGGERT, MOIRA KI",,448
11846,HOBGOBLIN V/JASON PH,,189
11847,ELECTRO/MAX DILLON,,268
11850,CITIZEN V III/DALLAS,,232
11851,FIXER II/PAUL NORBER,,293
11853,CITIZEN V II/HELMUT,,432
11865,"CUSHING, KATE",,146
11872,MARROW/SARAH,,318
11873,CALLISTO,,193
11884,TASKMASTER,,124
11885,REDWING,,264
11886,DIAMONDBACK II/RACHE,,234
11898,"KNIGHT, MISTY",,324
11899,"LANE, LOIS",,115
11900,TYPHOID MARY/MARY ME,,88
11904,EEL II/EDWARD LAVELL,,145
11911,IRON FIST/DANIEL RAN,,545
11915,BLACK GOLIATH/DR. WI,,183
11916,POWER MAN/ERIK JOSTE,,419
11917,MENTOR/ALARS [ETERNA,,148
11918,ISAAC,,132
11922,MULTIPLE MAN/JAMES A,,306
11924,WHIPLASH/MARK SCARLO,,199
11925,"HAMMER, JUSTIN",,149
11933,MADAME MASQUE/GIULIE,,137
11937,DEADPOOL/JACK/WADE W,,206
11939,COPYCAT/VANESSA,,126
11941,"LANG, CASSANDRA CASS",,137
11942,"CORD, EDWIN",,67
11948,GREY GARGOYLE/PAUL P,,141
11963,NITRO/ROBERT L. HUNT,,117
11964,HAMMERHEAD,,139
11965,"OSBORN, NORMIE",,175
11971,DARKHAWK/CHRIS POWEL,,347
11972,LIVING LIGHTNING/MIG,,348
11976,RAGE/ELVIN DARYL HAL,,276
11979,SERSI/SYLVIA,,573
11992,BLACK KNIGHT/SIR PER,,72
11995,MAXIMUS [INHUMAN],,163
11996,MEDUSA/MEDUSALITH AM,,445
11998,"SAPRISTI, JERRY",,90
11999,QUICKSAND,,141
12000,MONGOOSE,,60
12002,LORELEI II/MELODI [A,,116
12003,"MASTERSON, KEVIN",,125
12004,EXECUTIONER II/SKURG,,199
12005,FORGOTTEN ONE/GILGAM,,186
12022,SHOCKER/HERMAN SCHUL,,141
