Id,Label,timeset,Degree,modularity_class,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,pageranks,componentnumber,clustering,triangles,eigencentrality
10472,BLACK PANTHER/T'CHAL,,704,2,2303,4,0.495256,0.519422,303468.289234,0.001472,0,0.138425,34254,0.57762
10476,IRON MAN/TONY STARK,,2189,2,10806,4,0.475494,0.552863,3851700.49367,0.008739,0,0.017067,40872,0.814472
10477,IRON MAN IV/JAMES R.,,462,2,1363,4,0.481126,0.501948,312882.883765,0.001082,0,0.144378,15375,0.375011
10488,STARSHINE II/BRANDY,,220,0,536,4,0.398162,0.422574,534951.413251,0.001182,0,0.075259,1813,0.123833
10490,MAN-THING/THEODORE T,,185,5,302,4,0.465902,0.481831,85279.566544,0.000445,0,0.276675,4709,0.213019
10493,"ROM, SPACEKNIGHT",,239,0,478,4,0.466798,0.484242,255702.848207,0.000584,0,0.320312,9110,0.27122
10499,MYSTIQUE/RAVEN DARKH,,392,8,1033,4,0.469548,0.491131,111706.432152,0.000809,0,0.191959,14711,0.330993
10500,BLOB/FRED J. DUKES,,420,8,974,4,0.483466,0.502227,111573.022254,0.000854,0,0.193806,17053,0.382925
10501,TORPEDO III/BROCK JO,,219,0,372,4,0.467865,0.484425,41226.818536,0.000466,0,0.422437,10084,0.278653
10502,PYRO/ALLERDYCE JOHNN,,295,8,673,4,0.465881,0.485272,46732.79526,0.000592,0,0.256474,11122,0.298836
10503,AVALANCHE/DOMINIC PE,,274,8,579,4,0.462886,0.482294,40268.899711,0.000551,0,0.265608,9934,0.276242
10504,ROGUE /,,822,8,3620,4,0.496906,0.524228,282739.868177,0.001669,0,0.120481,40654,0.619244
10505,DESTINY II/IRENE ADL,,225,8,489,4,0.456869,0.476123,39551.594101,0.000468,0,0.298413,7520,0.240031
10521,SUB-MARINER/NAMOR MA,,972,13,3628,4,0.511741,0.538805,620936.792038,0.002072,0,0.096918,45736,0.681703
10522,VASHTI,,206,13,455,4,0.452394,0.472315,34687.508979,0.00045,0,0.258631,5461,0.20488
10525,NOVA/RICHARD RIDER,,671,3,2074,4,0.49802,0.520237,265356.437325,0.001346,0,0.140387,31557,0.532597
10526,FIRESTAR/ANGELICA JO,,607,3,1830,4,0.488694,0.511847,236409.271145,0.001241,0,0.145671,26792,0.495842
10527,THUNDERBALL/DR. ELIO,,207,4,615,4,0.458293,0.477129,21045.731197,0.000423,0,0.324422,6917,0.246985
10528,NAMORITA/NITA PRENTI,,588,3,1741,4,0.491733,0.513347,213042.330327,0.001202,0,0.154498,26663,0.490116
10529,SPEEDBALL/ROBBIE BAL,,499,3,1294,4,0.48945,0.508925,195616.678145,0.001045,0,0.183009,22739,0.444302
10530,HULK/DR. ROBERT BRUC,,1048,5,4539,4,0.517115,0.54456,955554.078557,0.002479,0,0.091005,49928,0.725662
10531,NIGHT THRASHER/DUANE,,379,3,922,4,0.474845,0.494659,120282.707897,0.000788,0,0.173961,12461,0.314105
10532,SPIDER-MAN/PETER PAR,,1730,10,8143,4,0.536379,0.577913,2701712.070538,0.004277,0,0.046306,69254,0.878907
10533,JUSTICE II/VANCE AST,,483,3,1340,4,0.481415,0.502842,153654.769129,0.000996,0,0.157814,18370,0.403328
10534,TIGRA/GREER NELSON,,510,2,1562,4,0.487576,0.507911,98316.095016,0.001027,0,0.208575,27072,0.502542
10535,WASP/JANET VAN DYNE,,1517,2,7612,4,0.451319,0.512685,1371669.668417,0.005021,0,0.027653,31798,0.693328
10536,GALACTUS/GALAN,,394,7,1325,4,0.485151,0.502658,107794.895583,0.000811,0,0.253032,19590,0.411114
10537,MOCKINGBIRD/DR. BARB,,508,2,1427,4,0.479623,0.502195,92532.557088,0.001026,0,0.194001,24983,0.483851
10538,SILVER SURFER/NORRIN,,663,7,2097,4,0.500455,0.521634,770566.000846,0.001547,0,0.141543,31062,0.542828
10539,HAWK,,1165,2,5174,4,0.515404,0.547227,949095.142704,0.002535,0,0.080017,54254,0.756236
10540,LORD CHAOS,,131,7,231,4,0.455951,0.472403,9211.26173,0.000272,0,0.524721,4468,0.19157
10541,SCARLET WITCH/WANDA,,1883,2,8964,4,0.465486,0.53558,2239639.919805,0.006649,0,0.021762,38561,0.783328
10542,QUICKSILVER/PIETRO M,,868,2,3394,4,0.500912,0.528387,301912.066668,0.001752,0,0.119438,44942,0.676921
10550,UATU,,518,7,1190,4,0.490785,0.510402,141773.584379,0.001035,0,0.202677,27139,0.507086
10551,CAPTAIN AMERICA,,1896,1,9677,4,0.540825,0.585768,2080791.898146,0.004252,0,0.046324,83219,1
10552,THUNDERSTRIKE/ERIC K,,529,4,1710,4,0.490071,0.510338,150519.654377,0.00105,0,0.181883,25401,0.47524
10553,WONDER MAN/SIMON WIL,,1022,2,4015,4,0.506305,0.536865,432603.392954,0.002107,0,0.09971,52022,0.738158
10554,DEATHLOK III/MICHAEL,,182,9,296,4,0.449105,0.468444,97414.302198,0.000437,0,0.277882,4577,0.188384
10556,WOLVERINE/LOGAN,,1984,6,9622,4,0.470098,0.542253,3621196.407409,0.007836,0,0.019901,39148,0.769457
10557,SHE-HULK/JENNIFER WA,,1064,2,3782,4,0.513882,0.543044,580266.698113,0.002206,0,0.098255,55565,0.773504
10558,VISION,,1765,2,8749,4,0.462066,0.529122,1846071.688539,0.005928,0,0.024287,37809,0.769033
10559,PSYLOCKE/ELISABETH B,,688,8,2622,4,0.491687,0.516445,197083.312764,0.001392,0,0.141642,33474,0.541855
10560,MARVEL GIRL/JEAN GRE,,998,8,4294,4,0.509518,0.538246,582147.870415,0.002133,0,0.089499,44526,0.662761
10561,STORM/ORORO MUNROE S,,1062,8,5261,4,0.514312,0.543243,520343.839255,0.002185,0,0.095362,53726,0.74226
10562,ETERNITY/ADAM QADMON,,309,8,639,4,0.475018,0.492552,31466.584944,0.000608,0,0.330013,15704,0.36014
10563,KISMET/J'RIDIA STARD,,185,2,335,4,0.453259,0.47186,28256.823095,0.000391,0,0.345123,5874,0.218536
10565,MR. FANTASTIC/REED R,,1368,7,5865,4,0.525921,0.560175,946575.473567,0.002973,0,0.067952,63537,0.848697
10566,ANGEL/WARREN KENNETH,,1064,8,4209,4,0.510215,0.540705,509646.048729,0.002194,0,0.095476,53993,0.748528
10567,DEATH,,274,7,505,4,0.483847,0.497781,35829.285378,0.000549,0,0.3813,14261,0.360985
10569,JUBILEE/JUBILATION L,,444,8,1579,4,0.468852,0.492233,300258.478676,0.000954,0,0.153285,15075,0.33036
10570,THING/BENJAMIN J. GR,,1404,7,6396,4,0.526425,0.561628,972251.929851,0.003045,0,0.065555,64566,0.858517
10571,INVISIBLE WOMAN/SUE,,1750,7,8808,4,0.462066,0.528651,3107471.522711,0.007237,0,0.023389,35794,0.736156
10573,PUNISHER II/FRANK CA,,477,3,1054,4,0.484588,0.504806,694607.550693,0.001279,0,0.107138,12163,0.323546
10574,ANDROMEDA/ANDROMEDA,,155,13,275,5,0.390374,0.411843,55011.059993,0.0005,0,0.117386,1401,0.125034
10575,BEAST/HENRY &HANK& P,,1259,8,5576,4,0.520389,0.553318,840262.859782,0.002684,0,0.076034,60212,0.811255
10576,GHOST RIDER III/DAN,,391,5,772,4,0.404142,0.43379,639000.149724,0.002018,0,0.030664,2338,0.158913
10577,CYCLOPS/SCOTT SUMMER,,1070,8,5414,4,0.51482,0.543818,476602.362264,0.002201,0,0.097039,55498,0.759971
10613,"HOGAN, VIRGINIA PEPP",,255,2,582,4,0.44554,0.467941,73060.723469,0.000609,0,0.183387,5939,0.208163
10614,"HOGAN, HAROLD J. HAP",,214,2,529,4,0.442124,0.463742,60854.948608,0.000523,0,0.21548,4911,0.197047
10616,BATROC/GEORGES BATRO,,168,1,281,4,0.425508,0.447513,35008.903908,0.000377,0,0.238167,3341,0.143482
10617,"CARTER, SHARON",,254,1,644,4,0.452591,0.474024,71735.332008,0.000586,0,0.195512,6282,0.224294
10619,KARNILLA [ASGARDIAN],,183,4,642,4,0.43645,0.457699,11761.071571,0.000355,0,0.332132,5531,0.191865
10620,HEIMDALL [ASGARDIAN],,254,4,981,4,0.445217,0.468021,31248.220927,0.000501,0,0.246117,7908,0.21908
10621,ENCHANTRESS/AMORA/HE,,316,4,1098,4,0.470162,0.489207,66798.121693,0.000654,0,0.259072,12894,0.328083
10622,LOKI [ASGARDIAN],,420,4,1549,4,0.480175,0.499888,94577.61124,0.000834,0,0.205455,18078,0.399575
10623,NIGHTMARE/EDVARD HAB,,139,5,238,4,0.438043,0.457922,56338.133765,0.000353,0,0.242206,2323,0.140156
10625,THOR/DR. DONALD BLAK,,1281,4,6724,4,0.522734,0.555465,906042.614539,0.002699,0,0.073995,60664,0.808994
10628,SPIDER-WOMAN II/JULI,,410,2,1197,4,0.476015,0.496456,114460.500726,0.000873,0,0.204151,17117,0.385251
10632,"COOPER, DR. VALERIE",,533,8,1216,4,0.477561,0.501621,147833.731622,0.00107,0,0.165124,23411,0.447728
10637,RED GUARDIAN III/DR.,,158,5,305,4,0.448391,0.467158,12808.017763,0.000332,0,0.394179,4889,0.194325
10638,DR. STRANGE/STEPHEN,,1489,5,5288,4,0.452473,0.512717,2665746.242094,0.006225,0,0.024836,27514,0.627798
10640,HELLCAT/PATSY WALKER,,362,5,1077,4,0.48086,0.498523,101748.750153,0.000769,0,0.282028,18428,0.397418
10641,NIGHTHAWK II/KYLE RI,,248,5,800,4,0.466318,0.484234,37271.963835,0.000531,0,0.295155,9040,0.275103
10642,DEVIL-SLAYER/ERIC SI,,154,5,267,4,0.455315,0.472659,22724.720092,0.00033,0,0.622528,7334,0.23615
10643,"NORRISS, SISTER BARB",,380,5,1367,4,0.481459,0.499513,81497.967289,0.000781,0,0.256756,18489,0.400322
10644,"BANNER, BETTY ROSS T",,340,5,1189,4,0.478151,0.495761,149137.388169,0.000798,0,0.21081,12149,0.32968
10645,"ROSS, GEN. THADDEUS",,432,5,1454,5,0.411292,0.442617,466451.022226,0.00175,0,0.053719,5001,0.243638
10647,MASTERMIND/JASON WYN,,138,8,331,4,0.433477,0.453779,8813.220733,0.000287,0,0.363165,3433,0.165166
10654,GORGON [INHUMAN],,438,7,1340,4,0.481637,0.501485,94931.260533,0.00088,0,0.217548,20820,0.425043
10655,LOCKJAW [INHUMAN],,388,7,1028,4,0.473102,0.49359,78143.395118,0.00079,0,0.233357,17520,0.388751
10656,CRYSTAL [INHUMAN],,697,7,2463,4,0.494388,0.518536,201223.457952,0.00141,0,0.142458,34554,0.576902
10657,BLACK BOLT/BLACKANTO,,444,7,1325,4,0.487053,0.505524,113289.110259,0.000897,0,0.211824,20832,0.426309
10658,TRITON,,419,7,1174,4,0.484813,0.503145,100976.539571,0.000845,0,0.226057,19796,0.412551
10659,KARNAK [INHUMAN],,438,7,1274,4,0.474414,0.49624,88919.807539,0.000879,0,0.207527,19861,0.411615
10664,WARLOCK II/ADAM WARL,,294,8,892,4,0.472033,0.489838,41767.418957,0.0006,0,0.347078,14949,0.338515
10667,ABOMINATION/EMIL BLO,,180,5,278,4,0.458877,0.476019,145722.536259,0.000413,0,0.316077,5092,0.211676
10668,RHINO,,308,10,482,4,0.474328,0.492017,77517.313402,0.00066,0,0.225031,10639,0.303931
10677,"CORBEAU, DR. PETER",,198,8,325,4,0.450423,0.469968,17629.993051,0.000406,0,0.32354,6310,0.227445
10678,JUGGERNAUT/CAIN MARK,,275,8,543,4,0.467991,0.486277,60185.566539,0.000571,0,0.257545,9703,0.285568
10679,PROFESSOR X/CHARLES,,1471,6,7208,4,0.451124,0.510992,1729465.954367,0.005199,0,0.029625,32030,0.668113
10684,VENOM/EDDIE BROCK,,157,10,345,4,0.429553,0.45144,29424.691341,0.000381,0,0.234036,2866,0.119474
10685,"PARKER, MAY",,479,10,2012,4,0.468895,0.493486,212247.789834,0.001167,0,0.115355,13206,0.301323
10687,"STACY, JILL",,152,10,376,4,0.420995,0.443082,24009.428971,0.000388,0,0.210352,2414,0.102701
10689,"ROBERTSON, JOE",,638,10,2254,4,0.490831,0.514337,360691.266627,0.001475,0,0.103099,20950,0.412377
10691,MORBIUS/DR. MICHAEL,,155,10,290,5,0.388139,0.410087,143107.554997,0.000677,0,0.076917,918,0.095962
10692,"LEEDS, BETTY BRANT",,405,10,1571,4,0.463935,0.487443,142256.895707,0.000962,0,0.130962,10714,0.253119
10693,KINGPIN/WILSON FISK,,437,10,1247,4,0.4686,0.491977,232650.866384,0.001052,0,0.125428,11949,0.292434
10698,"WATSON-PARKER, MARY",,1116,10,5163,4,0.432956,0.484354,2675146.682173,0.005966,0,0.022897,14246,0.363736
10699,"WATSON, ANNA",,274,10,861,4,0.427372,0.453061,46639.889094,0.000645,0,0.170209,6366,0.157175
10701,MACHINE MAN/X-51,,254,2,526,4,0.474392,0.490237,41718.731665,0.00053,0,0.405683,13035,0.335962
10702,JOCASTA,,210,2,514,4,0.463358,0.480649,39739.099658,0.000459,0,0.406972,8931,0.272013
10704,ULTRON,,178,2,602,4,0.454166,0.472467,17535.706452,0.000383,0,0.354091,5578,0.227987
10706,"JAMESON, J. JONAH",,914,10,3393,4,0.50917,0.535252,780673.641005,0.002141,0,0.080376,33536,0.557196
10708,"URICH, BEN",,399,10,1046,4,0.45771,0.482334,126623.447081,0.000933,0,0.125439,9960,0.235815
10711,ICEMAN/ROBERT BOBBY,,1354,6,6116,4,0.447891,0.504598,1405277.711975,0.00456,0,0.031323,28691,0.62861
10712,"THOMPSON, EUGENE FLA",,344,10,1450,4,0.455593,0.478949,91768.74207,0.000808,0,0.153129,9034,0.219298
10722,"GRANT, GLORIA GLORY",,260,10,758,4,0.419254,0.444798,28643.881226,0.000594,0,0.172468,5807,0.145099
10727,GARGOYLE II/ISAAC CH,,262,5,718,4,0.470989,0.488249,66348.016876,0.000567,0,0.371004,12685,0.320191
10736,"SOUTHERN, CANDY",,163,8,375,4,0.425197,0.447137,6933.235238,0.000333,0,0.317125,4187,0.169547
10738,MOONDRAGON/HEATHER D,,567,2,1793,4,0.488809,0.510593,167550.343406,0.001146,0,0.189591,30422,0.520972
10747,HUMAN TORCH/JOHNNY S,,1349,7,6093,4,0.524257,0.558562,826460.526297,0.002911,0,0.068391,62183,0.837948
10748,BEYONDER,,227,8,428,4,0.467299,0.48417,24679.121496,0.000462,0,0.332969,8541,0.274303
10749,DR. OCTOPUS/OTTO OCT,,228,10,744,4,0.463399,0.481272,50150.250143,0.000511,0,0.261574,6769,0.22366
10752,MISTER HYDE/CALVIN Z,,200,1,334,4,0.442875,0.464293,17326.434297,0.000413,0,0.306131,6092,0.217586
10754,COBRA/KLAUS VORHEES,,230,1,449,4,0.454581,0.474559,29376.648624,0.000467,0,0.282893,7450,0.233199
10755,ASP II/CLEO,,148,1,363,4,0.402212,0.424801,5432.182277,0.000294,0,0.305571,3324,0.108521
10758,BLACK MAMBA/TANYA SE,,166,1,374,4,0.416427,0.439115,9711.305475,0.000332,0,0.305659,4186,0.138193
10761,ANACONDA/BLANCHE SIT,,161,1,379,4,0.422871,0.445078,9923.370143,0.000322,0,0.326786,4209,0.140789
10769,HAVOK/ALEX SUMMERS,,1098,6,4081,4,0.438227,0.488201,2263222.930995,0.003875,0,0.037317,22474,0.518906
10771,DAZZLER II/ALLISON B,,376,8,1043,4,0.479491,0.497924,82579.914441,0.000762,0,0.263135,18551,0.405215
10772,LONGSHOT,,222,8,628,4,0.455017,0.474439,109152.445521,0.000486,0,0.304676,7474,0.23857
10773,"SUMMERS, MADELYNE MA",,244,8,669,4,0.445863,0.467717,110841.261136,0.000538,0,0.28955,8584,0.226855
10774,COLOSSUS II/PETER RA,,1015,8,4730,4,0.511716,0.540106,368170.581614,0.002037,0,0.104255,53650,0.739599
10789,"SUMMERS, NATHAN CHRI",,576,8,2005,4,0.483937,0.5076,371146.250912,0.001271,0,0.128768,21324,0.414283
10790,POLARIS/LORNA DANE,,560,8,2018,4,0.486848,0.508997,152623.295042,0.001131,0,0.171288,26810,0.479384
10791,MR. SINISTER/NATHAN,,242,6,544,5,0.381794,0.405289,133835.886367,0.000917,0,0.062069,1810,0.113909
10793,GATEWAY,,180,8,384,4,0.419304,0.442332,13468.181366,0.000367,0,0.287027,4624,0.155316
10794,"TILBY, TRISH/PATRICI",,290,8,633,4,0.458756,0.479628,61858.555041,0.000615,0,0.24336,10198,0.276654
10800,WOLFSBANE/RAHNE SINC,,531,8,2217,4,0.488123,0.508901,247022.854994,0.001061,0,0.189184,26621,0.47735
10801,WARLOCK III,,278,8,1035,4,0.465715,0.484545,49543.408175,0.000566,0,0.318625,12268,0.311118
10802,SUNSPOT/ROBERTO DACO,,510,8,1910,4,0.469379,0.494803,260197.755411,0.001045,0,0.155954,20242,0.385757
10803,MAGIK/ILLYANA RASPUT,,262,8,1062,4,0.463276,0.482142,23410.257394,0.000513,0,0.328712,11239,0.29034
10804,MAGNETO/MAGNUS/ERIC,,764,6,2985,5,0.422341,0.463413,403435.628466,0.002337,0,0.04873,14203,0.403156
10805,CANNONBALL II/SAM GU,,637,8,2741,4,0.488809,0.512836,345892.896083,0.001339,0,0.130116,26357,0.462521
10806,MIRAGE II/DANIELLE M,,389,8,1482,4,0.463852,0.486653,150092.166751,0.000818,0,0.186415,14068,0.315096
10813,S'YM,,135,8,289,4,0.422273,0.443521,12225.899968,0.000278,0,0.429077,3881,0.152717
10818,"CAGE, LUKE/CARL LUCA",,601,13,1436,4,0.492824,0.514513,354394.534139,0.001303,0,0.155574,28050,0.511413
10825,MOLECULE MAN/OWEN RE,,153,7,420,4,0.454146,0.471509,8877.683972,0.000313,0,0.466116,5420,0.217652
10827,"JARVIS, EDWIN",,1303,2,4480,4,0.44516,0.500758,1457114.057625,0.004743,0,0.026473,22456,0.566268
10828,GHOST RIDER II/JOHNN,,267,5,599,4,0.468432,0.486381,236224.361387,0.000679,0,0.189378,6725,0.246316
10829,ANT-MAN/DR. HENRY J.,,1077,2,4431,4,0.513857,0.543483,520261.766273,0.002286,0,0.085718,49667,0.729318
10832,"ARBOGAST, BAMBI",,184,2,423,4,0.443025,0.46379,47673.593265,0.000434,0,0.243882,4106,0.183251
10835,"STANKOWICZ, FABIAN",,194,1,393,4,0.450326,0.470224,18748.885282,0.000405,0,0.347204,6500,0.231394
10843,HERCULES [GREEK GOD],,983,2,3514,4,0.51034,0.538262,373756.17035,0.001973,0,0.107703,51983,0.734251
10844,BLACK WIDOW/NATASHA,,1242,2,4507,4,0.443835,0.497645,1491573.070966,0.004597,0,0.033278,25646,0.596411
10845,MOON KNIGHT/MARC SPE,,436,3,1089,4,0.491224,0.508071,288593.125714,0.00098,0,0.220584,20918,0.431452
10846,DRAX/ARTHUR DOUGLAS,,296,8,971,4,0.473467,0.490947,50769.9813,0.000602,0,0.351741,15357,0.345892
10849,SPIDER-MAN CLONE/BEN,,351,10,979,4,0.450034,0.474838,317692.550187,0.000879,0,0.130419,8011,0.222896
10857,TOMBSTONE/LONNIE THO,,144,10,320,4,0.392163,0.413921,23011.875533,0.000358,0,0.211733,2180,0.072929
10883,"TOWER, BLAKE",,137,10,221,4,0.425873,0.447321,25429.516389,0.000326,0,0.26213,2442,0.127678
10890,GEE/ALEX POWER,,256,3,775,4,0.44924,0.47095,56473.86172,0.000523,0,0.217096,7086,0.22429
10891,TURBO II (A)/MICHIKO,,236,3,511,4,0.43494,0.458218,40309.320518,0.000485,0,0.21969,6092,0.182658
10892,BLACK CAT/FELICIA HA,,297,10,722,4,0.472759,0.490532,87922.304336,0.000653,0,0.254323,11179,0.291594
10898,SILVER SABLE,,195,10,321,4,0.429748,0.452693,36685.182099,0.00043,0,0.240761,4554,0.169722
10900,SWORDSMAN/JACQUES DU,,152,2,439,4,0.456051,0.473505,8053.537286,0.00032,0,0.465058,5337,0.217854
10901,SANDMAN/WILLIAM BAKE,,374,10,923,4,0.477168,0.496591,98084.588631,0.000788,0,0.20523,14315,0.352859
10902,"PEREGRINE, LE/FRANCK",,134,1,170,4,0.459261,0.475317,10003.595267,0.000282,0,0.758837,6762,0.230696
10906,VOLSTAGG,,345,4,1596,4,0.459443,0.481911,62335.729875,0.000682,0,0.188052,11159,0.272068
10907,HOGUN [ASGARDIAN],,386,4,1642,4,0.466965,0.488976,74958.897913,0.000761,0,0.202194,15024,0.338887
10908,FANDRAL [ASGARDIAN],,390,4,1650,4,0.472952,0.493622,91307.161783,0.000776,0,0.202162,15335,0.345485
10909,VIZIER,,188,4,703,4,0.436961,0.458353,18242.692802,0.000373,0,0.302423,5316,0.172923
10910,ODIN [ASGARDIAN],,416,4,1900,4,0.469211,0.491642,107716.433594,0.000842,0,0.192308,16600,0.361567
10911,DOMINO III/BEATRICE/,,328,8,735,4,0.43115,0.457723,97720.477,0.000727,0,0.154322,8276,0.203485
10912,HYDROMAN/MORRIE BENC,,208,10,375,4,0.44013,0.461922,18618.644566,0.000434,0,0.258872,5573,0.195636
10915,"MERRYWEATHER, IRENE",,142,8,274,4,0.422392,0.44388,69713.047788,0.00039,0,0.185396,1856,0.099966
10916,BLAQUESMITH,,156,8,314,4,0.426744,0.448367,57281.479756,0.000384,0,0.259222,3134,0.124106
10919,VULTURE/ADRIAN TOOME,,183,10,378,4,0.438742,0.459774,16752.321612,0.000387,0,0.307212,5116,0.181083
10921,"OSBORN, HARRY",,237,10,981,4,0.455136,0.475301,46112.131479,0.000535,0,0.239612,6701,0.200888
10924,GREEN GOBLIN/NORMAN,,344,10,909,5,0.401825,0.430413,289960.302359,0.001368,0,0.051766,3054,0.147773
